dropped_attributes,k,f1
"('oldpeak', 'slope')",3,0.7714285714285715
"('oldpeak', 'slope')",5,0.7680608365019012
"('oldpeak', 'slope')",7,0.7633587786259541
"('oldpeak', 'slope')",9,0.7680608365019012
"('age', 'sex', 'cp_1.0')",3,0.7647058823529411
"('age', 'sex', 'cp_1.0')",5,0.7739463601532568
"('age', 'sex', 'cp_1.0')",7,0.7662835249042146
"('age', 'sex', 'cp_1.0')",9,0.7734374999999999
"('age', 'sex', 'cp_2.0')",3,0.7720588235294118
"('age', 'sex', 'cp_2.0')",5,0.7769230769230769
"('age', 'sex', 'cp_2.0')",7,0.7812499999999999
"('age', 'sex', 'cp_2.0')",9,0.7578125
"('age', 'sex', 'cp_3.0')",3,0.7765567765567766
"('age', 'sex', 'cp_3.0')",5,0.7704280155642024
"('age', 'sex', 'cp_3.0')",7,0.751937984496124
"('age', 'sex', 'cp_3.0')",9,0.758893280632411
"('age', 'sex', 'cp_4.0')",3,0.7714285714285715
"('age', 'sex', 'cp_4.0')",5,0.7651515151515151
"('age', 'sex', 'cp_4.0')",7,0.7680608365019012
"('age', 'sex', 'cp_4.0')",9,0.7692307692307693
"('age', 'sex', 'trestbps')",3,0.7761194029850746
"('age', 'sex', 'trestbps')",5,0.7862595419847328
"('age', 'sex', 'trestbps')",7,0.7923076923076923
"('age', 'sex', 'trestbps')",9,0.7704280155642024
"('age', 'sex', 'chol')",3,0.782608695652174
"('age', 'sex', 'chol')",5,0.7894736842105262
"('age', 'sex', 'chol')",7,0.7878787878787878
"('age', 'sex', 'chol')",9,0.7857142857142858
"('age', 'sex', 'fbs')",3,0.751824817518248
"('age', 'sex', 'fbs')",5,0.790874524714829
"('age', 'sex', 'fbs')",7,0.7644787644787645
"('age', 'sex', 'fbs')",9,0.7812499999999999
"('age', 'sex', 'restecg_0.0')",3,0.7741935483870969
"('age', 'sex', 'restecg_0.0')",5,0.7849056603773585
"('age', 'sex', 'restecg_0.0')",7,0.7633587786259541
"('age', 'sex', 'restecg_0.0')",9,0.7734374999999999
"('age', 'sex', 'restecg_1.0')",3,0.7636363636363636
"('age', 'sex', 'restecg_1.0')",5,0.7769230769230769
"('age', 'sex', 'restecg_1.0')",7,0.7633587786259541
"('age', 'sex', 'restecg_1.0')",9,0.765625
"('age', 'sex', 'restecg_2.0')",3,0.7741935483870969
"('age', 'sex', 'restecg_2.0')",5,0.7849056603773585
"('age', 'sex', 'restecg_2.0')",7,0.7633587786259541
"('age', 'sex', 'restecg_2.0')",9,0.7734374999999999
"('age', 'sex', 'thalach')",3,0.7806691449814126
"('age', 'sex', 'thalach')",5,0.7876447876447877
"('age', 'sex', 'thalach')",7,0.7816091954022988
"('age', 'sex', 'thalach')",9,0.7857142857142858
"('age', 'sex', 'exang')",3,0.7545787545787545
"('age', 'sex', 'exang')",5,0.7786259541984732
"('age', 'sex', 'exang')",7,0.7727272727272726
"('age', 'sex', 'exang')",9,0.7559055118110236
"('age', 'sex', 'oldpeak')",3,0.7857142857142857
"('age', 'sex', 'oldpeak')",5,0.7819548872180451
"('age', 'sex', 'oldpeak')",7,0.7849056603773585
"('age', 'sex', 'oldpeak')",9,0.791044776119403
"('age', 'sex', 'slope')",3,0.7593984962406015
"('age', 'sex', 'slope')",5,0.7812499999999999
"('age', 'sex', 'slope')",7,0.7812499999999999
"('age', 'sex', 'slope')",9,0.7637795275590551
"('age', 'cp_1.0', 'cp_2.0')",3,0.770909090909091
"('age', 'cp_1.0', 'cp_2.0')",5,0.7816091954022988
"('age', 'cp_1.0', 'cp_2.0')",7,0.7615384615384615
"('age', 'cp_1.0', 'cp_2.0')",9,0.7704280155642024
"('age', 'cp_1.0', 'cp_3.0')",3,0.7942238267148015
"('age', 'cp_1.0', 'cp_3.0')",5,0.7878787878787878
"('age', 'cp_1.0', 'cp_3.0')",7,0.7586206896551724
"('age', 'cp_1.0', 'cp_3.0')",9,0.7782101167315175
"('age', 'cp_1.0', 'cp_4.0')",3,0.7632508833922261
"('age', 'cp_1.0', 'cp_4.0')",5,0.7593984962406015
"('age', 'cp_1.0', 'cp_4.0')",7,0.756554307116105
"('age', 'cp_1.0', 'cp_4.0')",9,0.7692307692307693
"('age', 'cp_1.0', 'trestbps')",3,0.782608695652174
"('age', 'cp_1.0', 'trestbps')",5,0.7715355805243447
"('age', 'cp_1.0', 'trestbps')",7,0.7924528301886793
"('age', 'cp_1.0', 'trestbps')",9,0.7969924812030075
"('age', 'cp_1.0', 'chol')",3,0.7972027972027972
"('age', 'cp_1.0', 'chol')",5,0.8118081180811808
"('age', 'cp_1.0', 'chol')",7,0.791044776119403
"('age', 'cp_1.0', 'chol')",9,0.7846153846153846
"('age', 'cp_1.0', 'fbs')",3,0.7653429602888085
"('age', 'cp_1.0', 'fbs')",5,0.8029739776951673
"('age', 'cp_1.0', 'fbs')",7,0.7819548872180451
